transaction_id,amount,transaction_time,location,device_type,merchant_category,upi_id,transaction_frequency,num_transactions_24hrs,num_transactions_48hrs,time_since_last_transaction,is_fraud,hour
76c11399-697b-435f-82fc-3ac1c084ef1a,4850.95,2025-03-09 09:30:23.089048,Odisha,Untrusted,Entertainment,ominaya@kotak,3,3,4,39,0,9
16d46048-1b1d-4697-99a0-14a2eaf48055,3511.35,2025-03-09 23:29:04.089048,Siliguri,Trusted,Food,tjayaraman@paytm,12,13,20,24,1,23
2f74dc60-605c-4149-83e6-a563cf0f47f9,42.48,2025-03-09 03:07:45.089048,Etawah,Untrusted,Utilities,ekalinga51@paytm,6,14,22,13,1,3
3a0a7722-930e-47b1-8208-7b0ed8abbfaa,62362.72,2025-03-09 00:59:26.089048,Pudukkottai,Trusted,Education,yutikapalan@icici,6,8,14,18,1,0
4bb27755-de44-470e-b509-e72f626f5dc8,23478.53,2025-03-09 18:42:48.089048,Andhra Pradesh,Trusted,Electronics,birsiya@icici,4,5,5,145,0,18
99bc71ef-d816-4904-a9f8-b610e7d8e2a1,3774.7,2025-03-09 14:32:03.089048,Kerala,Trusted,Fashion,gouryachana@axisbank,2,1,1,63,0,14
6aaba711-2794-4ec7-a49b-45f6c2da805c,4118.43,2025-03-09 08:03:28.089048,Nagaland,Trusted,Utilities,arjunlalla@hdfcbank,3,5,5,124,0,8
3e8c421a-e099-4e7e-8f03-cbaaccca9de9,1617.17,2025-03-09 21:35:46.089048,Andhra Pradesh,Trusted,Grocery,yatanbumb@icici,2,3,5,165,0,21
8fe7e015-4962-4942-bf93-c3b33fdd36ad,5970.7,2025-03-09 17:31:13.090073,Haryana,Untrusted,Fashion,dsanghvi@kotak,4,2,4,73,0,17
ed9f7535-c735-4893-aff2-da78a34e38f6,22835.73,2025-03-09 02:53:58.090073,Moradabad,Trusted,Travel,dipta39@hdfcbank,10,17,26,21,1,2
efa79f91-fb8d-458d-8a51-381350388487,261.74,2025-03-09 23:26:30.090073,Silchar,Untrusted,Education,pateljacob@sbi,12,16,23,28,1,23
9b04383b-750a-4a47-a047-1cbafef3f3e2,95600.87,2025-03-09 03:24:44.090073,Karimnagar,Untrusted,Electronics,dalbir49@axisbank,11,12,20,25,1,3
85dfbb60-c157-4107-b05b-ed33d0035b01,9094.69,2025-03-09 22:26:45.090073,Sikkim,Trusted,Travel,chandreshdua@sbi,4,0,2,40,0,22
6b06ec6c-cd71-4312-a08a-34ec61175eab,70.18,2025-03-09 00:40:09.090073,Bidar,Trusted,Entertainment,eoak@axisbank,8,8,17,22,1,0
50e22156-63a4-4e3d-89a6-ac1b0668bbbc,19096.42,2025-03-09 23:09:09.090073,Durg,Trusted,Travel,kavyajaggi@hdfcbank,10,12,26,4,1,23
8b2c5e5b-a4c8-429f-8d99-83984494d5c7,18368.57,2025-03-09 00:34:59.090073,Arrah,Trusted,Others,karilajita@paytm,9,10,17,25,1,0
4367216a-3895-4cb5-b1b4-5af47da9d822,754.48,2025-03-09 18:40:46.090073,Odisha,Trusted,Utilities,sudikshatalwar@yesbank,2,5,5,152,0,18
89fd3e44-beaa-4a95-867e-02b488c85b9e,3838.99,2025-03-09 15:28:24.090073,Tripura,Untrusted,Utilities,ebala@icici,1,0,3,188,0,15
b6e92aef-0149-4828-979f-ea1c78df506b,69623.96,2025-03-09 23:19:09.090073,Aurangabad,Untrusted,Education,omishamohan@axisbank,14,9,15,6,1,23
5747c191-03b4-4b25-b3d8-dd89ea2d6eaf,2660.97,2025-03-09 12:49:26.090073,West Bengal,Untrusted,Food,kauloscar@yesbank,3,3,3,36,0,12
ba9dcc06-6050-41ba-93e5-64c4f27d279d,36.68,2025-03-09 01:47:54.090073,Dehradun,Trusted,Utilities,ghosefalan@yesbank,14,10,23,26,1,1
5ddaaf0a-29d0-40ca-9967-6f2a1773d31f,137.73,2025-03-09 03:02:00.090073,Bulandshahr,Trusted,Travel,kalachavvi@sbi,6,11,19,4,1,3
b8d9c158-c28f-497a-a220-6c61ed8f4531,621.01,2025-03-09 13:45:09.091072,West Bengal,Untrusted,Food,balendra53@icici,2,0,0,129,0,13
b3b72a46-f38b-4833-a7d1-533bf868a3ad,5015.27,2025-03-09 00:29:58.091072,Rewa,Untrusted,Grocery,watika67@yesbank,6,10,15,28,1,0
9862a745-8e7b-458c-93db-947b15f3d58f,19849.59,2025-03-09 01:08:11.091072,Bhatpara,Untrusted,Travel,yashodasem@yesbank,7,10,25,27,1,1
50a33e98-f08f-4d87-95e6-72516e1ae80b,34.37,2025-03-09 01:24:30.091072,Nagaon,Trusted,Utilities,sethlakshit@hdfcbank,10,16,26,1,1,1
508498db-a15f-4388-8e8a-37016bdaf523,13109.5,2025-03-09 13:16:08.091072,Chhattisgarh,Untrusted,Healthcare,darpanchacko@hdfcbank,2,2,5,189,0,13
8184f10a-622c-4d75-a913-0fe3178e5aa3,485.82,2025-03-09 14:47:45.091072,Maharashtra,Trusted,Utilities,garimaray@sbi,4,2,5,65,0,14
34f0c945-c61f-490e-b1c6-99501cd460ac,14884.58,2025-03-09 18:54:08.091072,Jharkhand,Trusted,Healthcare,duttbhavani@kotak,2,1,3,78,0,18
b5940366-be8b-4ca4-a7a1-f77700d0a144,8483.42,2025-03-09 23:26:58.091072,Satna,Trusted,Utilities,banjeetghose@axisbank,10,8,20,11,1,23
579416a5-20e7-4bb4-a300-3c24cecfeed7,31109.46,2025-03-09 03:28:37.091072,Raichur,Trusted,Travel,bakhshikarpe@icici,10,8,19,23,1,3
df79c274-8689-4e05-8839-1e08e8a28894,5907.84,2025-03-09 13:08:44.091072,Nagaland,Trusted,Healthcare,aarush31@yesbank,1,3,4,189,0,13
2dd4a5be-f783-4b07-98f4-a7b4f31ade1e,33678.86,2025-03-09 17:44:39.091072,Bihar,Trusted,Electronics,eeshasolanki@yesbank,1,3,4,193,0,17
68e74b83-eb90-46b8-87a4-632b9dc59618,3964.57,2025-03-09 01:27:05.091072,Panihati,Trusted,Food,aishaniuppal@icici,6,12,19,14,1,1
3820555d-d5c0-4559-b7f0-786f4c294bb1,9935.48,2025-03-09 18:21:27.092072,Madhya Pradesh,Trusted,Others,fgera@hdfcbank,2,5,5,146,0,18
2ad30cf3-a26f-42d0-a558-1d64b3007267,37728.97,2025-03-09 12:24:48.092072,Himachal Pradesh,Untrusted,Electronics,chaitanya27@sbi,2,5,7,174,0,12
82a5f1aa-2b37-413f-b0cf-1415fd6d1072,7863.78,2025-03-09 04:52:26.092561,Varanasi,Trusted,Grocery,manechaman@sbi,8,17,23,2,1,4
bd30ecf8-3ffa-47f8-bca3-a33ec82ade9b,7340.72,2025-03-09 18:09:12.092561,Tamil Nadu,Trusted,Others,girish12@kotak,2,2,3,159,0,18
95a6903e-0136-4b02-a98f-bd9fb4cf96c8,15677.21,2025-03-09 16:17:49.092561,Gujarat,Trusted,Travel,hitesh41@icici,4,0,3,49,0,16
bd224c16-4960-4bdf-93f2-9b627358e976,27322.54,2025-03-09 12:25:59.092561,Himachal Pradesh,Trusted,Education,unni86@yesbank,3,5,7,80,0,12
a8d2be22-d6fe-4cd1-bf7d-941cffe98717,32232.77,2025-03-09 09:14:52.093058,West Bengal,Trusted,Electronics,lnair@icici,1,5,7,134,0,9
a04753d9-6e04-496f-be6c-407bd3053995,7928.22,2025-03-09 18:20:30.093058,Madhya Pradesh,Trusted,Fashion,rajagopalkai@yesbank,4,4,6,105,0,18
77c91df3-80c8-4fb5-8d06-25a382a3f665,16657.84,2025-03-09 04:41:25.093058,Suryapet,Trusted,Others,mprabhu@yesbank,7,18,30,1,1,4
6f5da1a3-5d9a-4daf-b978-545f4da60bdf,1557.66,2025-03-09 22:58:34.093058,Uttar Pradesh,Untrusted,Travel,tatabhavini@yesbank,3,0,1,87,0,22
2f2c0d8f-30c2-4052-a2b2-34286f013f0e,74.28,2025-03-09 04:23:42.093058,Miryalaguda,Trusted,Travel,janaki95@paytm,7,10,18,5,1,4
b56f2a07-7ed1-4c12-92ae-edf75405a785,192.9,2025-03-09 03:44:58.093058,Bangalore,Untrusted,Fashion,dasguptagaurav@hdfcbank,11,8,16,16,1,3
5723f125-5181-48ab-b8d1-91a09377dd5a,9648.0,2025-03-09 16:14:19.093058,Gujarat,Untrusted,Others,diyasheth@kotak,4,5,5,118,0,16
996fc75b-4504-4cb6-8168-eff00b8b53a5,3927.68,2025-03-09 15:05:23.093058,Punjab,Trusted,Grocery,niteshmahal@sbi,4,3,5,194,0,15
94f24bc3-3f9c-4d6d-a1d7-7b6f29b8cae9,1495.11,2025-03-09 20:38:42.094057,Kerala,Trusted,Fashion,hedwin@icici,3,2,5,174,0,20
be2ce631-0fc4-44b3-a8d9-4b3392dfb1fd,2182.23,2025-03-09 19:48:33.094057,Uttar Pradesh,Untrusted,Entertainment,usandal@icici,3,4,5,102,0,19
ff78f7e5-fb76-4606-a254-2c41d80c1995,2698.54,2025-03-09 12:51:00.094057,Gujarat,Untrusted,Utilities,dubeyaryan@paytm,1,5,7,37,0,12
4ddf257b-6cc9-4f67-ac73-dd9e5f12d11b,9521.87,2025-03-09 10:18:15.094057,Punjab,Trusted,Fashion,yadavmahika@paytm,1,0,1,86,0,10
adcba77e-2e45-44b6-aae3-3006b028efd2,15091.98,2025-03-09 03:50:21.094057,Pune,Trusted,Others,kharewishi@sbi,11,18,31,7,1,3
c5df7001-c431-419d-9b23-2dd6e4af49a8,6457.92,2025-03-09 23:59:24.094057,Thoothukudi,Trusted,Utilities,kantekiya@hdfcbank,5,12,21,17,1,23
8d2caa69-ee20-4f6c-9d05-9797fc6c1914,3803.25,2025-03-09 18:02:35.094057,Uttarakhand,Trusted,Grocery,emangat@hdfcbank,3,3,4,118,0,18
3de2df62-5637-4786-8de4-12e1d23fa129,42978.61,2025-03-09 23:07:22.094057,Siwan,Trusted,Electronics,pbora@axisbank,5,20,33,8,1,23
8e058293-fb6a-4a69-8fb6-2b082f5c63c7,2634.74,2025-03-09 11:33:48.094057,Kerala,Trusted,Grocery,rajeshricherian@sbi,4,4,4,105,0,11
57ed5daa-ba4b-47b1-969c-2d9c435dc9be,30.75,2025-03-09 00:08:24.094057,Howrah,Trusted,Grocery,ichaudhry@sbi,6,20,35,24,1,0
c37be858-ad24-43be-a105-dd9d4c2774dd,3704.64,2025-03-09 15:33:02.094057,Manipur,Trusted,Others,shankargaurangi@hdfcbank,1,1,3,32,0,15
f9c0034f-4f11-4761-81ab-e63f1f36a9b1,41.69,2025-03-09 00:58:17.094057,Bulandshahr,Trusted,Food,balendrabhargava@sbi,8,19,24,7,1,0
4713e3d4-9fde-44b5-b264-3ee62496108e,4475.36,2025-03-09 00:30:28.094057,Srikakulam,Trusted,Food,yahvi48@sbi,10,15,23,27,1,0
2c201234-5354-4859-b27b-aef7a4ff9d92,18380.64,2025-03-09 23:46:44.095060,Patiala,Untrusted,Travel,rachita46@kotak,15,15,28,1,1,23
c323fdf1-fbb5-42b2-8ab3-aa5b4e876d2b,42516.97,2025-03-09 22:38:42.095060,Madhya Pradesh,Trusted,Education,chakradharminhas@paytm,3,0,2,136,0,22
ffb2c9fd-e810-45c9-b9fa-39c8e3a9db00,45.53,2025-03-09 02:59:20.095060,Shimoga,Untrusted,Others,goleharinakshi@axisbank,10,12,18,14,1,2
9aa2fcf6-f8b1-4a17-b78d-2dbb4a51e058,95301.59,2025-03-09 23:33:21.095060,Begusarai,Trusted,Electronics,osalvi@yesbank,14,9,19,10,1,23
67397475-2235-4dfc-8ab6-806a1891bb60,1342.99,2025-03-09 11:16:30.095060,Assam,Untrusted,Grocery,arunima15@axisbank,3,2,5,68,0,11
2a476d65-905d-48eb-a824-bbbf023f8247,6458.36,2025-03-09 09:42:56.095060,Himachal Pradesh,Trusted,Fashion,lila63@kotak,2,4,6,199,0,9
a1969478-7ed2-404d-8fb2-e410ec33e9f4,9702.82,2025-03-09 21:18:56.095060,Uttarakhand,Untrusted,Fashion,gabriel46@yesbank,1,4,4,76,0,21
bb9ef554-f04b-481c-906b-e7ee3ddbbcb3,139.75,2025-03-09 18:35:32.095060,West Bengal,Trusted,Utilities,harish93@sbi,2,3,3,119,0,18
bec1e350-a04c-41cd-a8ed-90f7d2a6d063,4694.16,2025-03-09 14:43:04.095060,Bihar,Trusted,Travel,indalipandit@paytm,4,4,4,115,0,14
a5b7bfe8-d94c-4457-8efe-ddead311784b,118.92,2025-03-09 01:03:17.095060,Ludhiana,Trusted,Travel,chandranghose@paytm,9,17,24,28,1,1
be9a799c-b521-4a44-8fba-fafe0b358975,206.66,2025-03-09 03:26:27.095060,Firozabad,Trusted,Fashion,zaitra07@hdfcbank,11,8,16,23,1,3
7d2cb747-c15b-452a-bd0c-e05a7db5c45d,18.75,2025-03-09 04:58:34.095060,Gaya,Untrusted,Utilities,banjeetkashyap@axisbank,7,9,15,29,1,4
195174e4-13f7-4d0b-835a-2bc3c7f8c785,156.51,2025-03-09 00:50:54.095060,Ramgarh,Trusted,Healthcare,rachana31@axisbank,14,10,21,10,1,0
94e4f05c-b713-4291-884f-c72ac8591c42,3546.95,2025-03-09 10:15:03.096058,Manipur,Trusted,Utilities,mitali85@sbi,4,0,0,170,0,10
bf11b4df-8eb2-4246-a701-89626265f40c,207.11,2025-03-09 21:06:48.096058,Nagaland,Trusted,Entertainment,dalalgabriel@paytm,4,0,3,188,0,21
7bcf16ea-6139-4692-aa44-c4d194f8ca05,9592.79,2025-03-09 20:14:34.096058,West Bengal,Trusted,Others,birharinakshi@kotak,3,2,4,134,0,20
bc870320-ea65-4979-9cac-31c12c297b75,86828.39,2025-03-09 00:41:11.096058,Naihati,Trusted,Education,raghav14@paytm,12,19,33,0,1,0
9e6a90ec-07c8-416c-a20b-9ffee0e2a78d,3688.49,2025-03-09 04:07:08.096058,Moradabad,Untrusted,Food,sanifarhan@yesbank,13,8,22,15,1,4
6417f9d7-6be0-49ab-9fe2-45e6c39c0ef2,184.47,2025-03-09 16:58:27.096058,Punjab,Trusted,Utilities,kabirvenkatesh@yesbank,1,3,4,97,0,16
110668fe-f66c-4e8c-99f7-cd6f408d3927,421.1,2025-03-09 01:04:00.096058,Bhind,Trusted,Education,benjamingour@kotak,10,11,18,4,1,1
0761d719-cf8f-44b2-89da-512ea0c947fb,13562.42,2025-03-09 03:27:55.096058,Mango,Trusted,Healthcare,radhika28@icici,13,18,24,8,1,3
4335f709-ffc7-48e6-8a83-95671afc3eff,12787.29,2025-03-09 02:56:10.096058,Agartala,Trusted,Others,hrattan@kotak,10,15,22,11,1,2
da996c3b-7c46-400a-b7c2-6dffae4458bb,5358.39,2025-03-09 04:07:01.096058,Alwar,Trusted,Food,ektasankaran@paytm,12,20,31,17,1,4
63c3e1a6-a92f-4bf0-b636-f63511fa7934,13970.75,2025-03-09 14:46:54.096058,Manipur,Trusted,Travel,sastrypallavi@sbi,3,1,1,143,0,14
62034a27-76d4-4de6-9f33-2a5f05fe6612,2668.81,2025-03-09 10:30:01.096058,Rajasthan,Trusted,Grocery,tamanna48@sbi,2,4,7,97,0,10
b1e44f13-cc25-43ee-ad36-9e55db8f6acf,8951.97,2025-03-09 08:10:05.096058,Goa,Trusted,Fashion,bishakhabalakrishnan@paytm,1,5,8,178,0,8
e8e24604-6a45-416d-a0db-b8ef65dd79a8,22261.67,2025-03-09 19:32:15.097059,Tamil Nadu,Trusted,Electronics,odikabarad@icici,4,0,0,74,0,19
bb373297-091f-43f7-a41f-8ab58745d1e0,42.71,2025-03-09 03:38:37.097059,Agartala,Trusted,Others,kiaan98@icici,15,16,31,18,1,3
2e1dd759-a330-4da2-ad4e-5eba5b0fb842,224.04,2025-03-09 23:41:42.097059,Aurangabad,Trusted,Travel,qadim98@icici,5,14,19,6,1,23
7a490fef-d489-43aa-bd9e-eddc03311c99,2480.9,2025-03-09 18:04:50.097059,Telangana,Trusted,Entertainment,etadube@axisbank,3,0,2,126,0,18
25c78f96-0c5c-4f90-a410-5259a160eb14,2985.03,2025-03-09 16:32:20.097059,Rajasthan,Trusted,Grocery,aviom@icici,3,3,3,200,0,16
a01837eb-64d9-4d9d-acb9-fcb347899b31,23.93,2025-03-09 23:40:04.097059,Ajmer,Untrusted,Others,bhavna40@kotak,7,19,24,3,1,23
38fec44a-e786-4904-bbf1-4ee37781889f,2920.76,2025-03-09 11:31:59.097059,Mizoram,Untrusted,Food,xsastry@kotak,4,4,5,159,0,11
6b2feabf-e818-44d3-9a60-f903fc870f9f,50801.0,2025-03-09 01:19:41.097059,Nadiad,Untrusted,Electronics,edhithaganguly@icici,7,17,30,22,1,1
fbdedba6-3046-4db9-b04f-0ac2dd1e3914,3249.07,2025-03-09 16:42:29.097059,Sikkim,Untrusted,Others,tdasgupta@yesbank,3,0,0,30,0,16
31e13295-7fa7-4d66-86fb-d0e36ababe6b,16354.69,2025-03-09 01:06:25.097059,Kirari Suleman Nagar,Trusted,Travel,sarnabalveer@sbi,9,9,20,12,1,1
4c22220f-60b3-43c9-8c57-b7dccd8fad8b,89499.34,2025-03-09 00:12:46.097059,Srinagar,Trusted,Electronics,wazir35@kotak,9,20,30,8,1,0
d752baed-2362-45e3-913e-9c8e8d15c7fc,27111.93,2025-03-09 09:35:36.097059,Mizoram,Trusted,Education,vrittibaria@sbi,4,2,3,114,0,9
adcd6459-497c-47ec-9446-6fa3433901c9,33534.78,2025-03-09 01:28:43.097059,Serampore,Trusted,Travel,anushadeshpande@axisbank,12,14,29,30,1,1
9714d057-9704-4ac2-849f-291a999fe010,13624.76,2025-03-09 16:11:30.097059,Tamil Nadu,Untrusted,Education,nilimachandra@kotak,4,0,2,30,0,16
e260b035-6797-441b-8b8b-89fdc82edb7a,4361.35,2025-03-09 15:42:19.098072,Uttar Pradesh,Untrusted,Fashion,warinder92@axisbank,3,4,4,102,0,15
8ad69470-e5bd-4f47-8bfe-d41a551e2cfb,1325.44,2025-03-09 09:15:32.098072,Nagaland,Untrusted,Grocery,vasudhapurohit@axisbank,1,5,5,161,0,9
6e729981-c62b-4b5e-a8d5-43814e4a5f02,12851.59,2025-03-09 08:51:02.098072,Goa,Trusted,Healthcare,mdevi@sbi,3,5,6,114,0,8
77e3ce79-a54c-494f-a7f7-2d27a0c30098,3338.4,2025-03-09 18:21:19.098072,Uttar Pradesh,Untrusted,Grocery,indrajitbhattacharyya@hdfcbank,4,3,5,94,0,18
11e2c06f-219c-4765-84f7-734345a381b0,4157.89,2025-03-09 03:31:28.098072,Udaipur,Trusted,Entertainment,aayushraj@sbi,7,19,28,28,1,3
1a9871da-6f1e-472c-81d1-1bc2198a9ae2,69232.6,2025-03-09 04:52:38.098072,Dhanbad,Untrusted,Education,ombaria@paytm,8,20,34,2,1,4
698b2199-ec92-4a56-a908-8780bf654726,4416.31,2025-03-09 03:19:44.098072,Faridabad,Trusted,Entertainment,zaitraaurora@icici,9,15,22,9,1,3
7b5a7bba-7267-45e0-87c3-5cc8fbe30d25,2528.66,2025-03-09 00:03:55.098072,Berhampur,Trusted,Food,aadhyadugar@icici,7,10,20,9,1,0
418a3799-4a3c-4442-add9-1692dd248e52,1733.7,2025-03-09 22:00:38.098072,Uttarakhand,Trusted,Others,agill@hdfcbank,4,1,2,140,0,22
7d95d8e9-47bf-4945-bf69-9380fbcfa98f,36412.08,2025-03-09 12:25:25.098072,Meghalaya,Trusted,Education,jatin01@axisbank,2,0,2,150,0,12
252ffee8-21e4-4eb8-98d5-9d24d65db2da,2758.79,2025-03-09 18:23:52.098072,Odisha,Trusted,Utilities,wgoswami@icici,1,0,1,51,0,18
639ed9c4-5f76-4232-be4d-dfc7019d7016,1870.32,2025-03-09 12:30:52.098072,Tamil Nadu,Untrusted,Grocery,pranit50@hdfcbank,4,5,6,130,0,12
4d3504d8-4da6-4668-bebb-f9612f810a69,8185.75,2025-03-09 18:26:21.098072,Meghalaya,Untrusted,Travel,ohalder@yesbank,1,1,2,41,0,18
31810ef9-3f34-4fb2-bea5-8b52dbc1e0f1,111.88,2025-03-09 04:59:29.098072,Vellore,Untrusted,Education,lila72@paytm,5,19,30,15,1,4
25943b24-fc61-4073-9183-5e22018b0941,4898.94,2025-03-09 10:24:10.099073,Manipur,Untrusted,Utilities,plalla@kotak,1,3,5,180,0,10
3e2f5586-b3ee-4a73-ad5f-0fb38c5f5caa,8791.08,2025-03-09 09:42:26.099073,Himachal Pradesh,Untrusted,Others,onveertripathi@hdfcbank,3,4,5,41,0,9
01c8db47-1846-45e0-a346-f7547f73a3af,985.1,2025-03-09 19:22:26.099073,Karnataka,Untrusted,Others,nagigopal@axisbank,2,5,6,63,0,19
5f6621bf-dab0-405a-bd60-ababb987aa9f,4426.72,2025-03-09 18:13:29.099073,Manipur,Trusted,Entertainment,bucheshana@kotak,3,4,7,62,0,18
e5679f86-b453-4bca-8707-e4f0c2e7e6ba,3627.72,2025-03-09 12:06:31.099073,Madhya Pradesh,Untrusted,Grocery,varmacharita@kotak,3,1,3,33,0,12
e7fbbd9f-3d54-4989-b23f-173a5df48c9f,1863.59,2025-03-09 15:07:44.099073,Uttar Pradesh,Trusted,Fashion,narayananvi@sbi,4,3,3,70,0,15
f335944b-ae8a-44d8-834d-28dfd3803d7b,10818.65,2025-03-09 09:41:22.099073,Haryana,Trusted,Healthcare,akapur@sbi,2,1,1,97,0,9
a27e09e7-ffd5-480f-b84c-79254bf1acaa,13139.71,2025-03-09 22:49:00.099073,Haryana,Trusted,Travel,anamika18@paytm,1,5,8,92,0,22
0cb2ce65-5364-4feb-84b6-807c9ee32320,14898.36,2025-03-09 21:13:23.099073,Chhattisgarh,Trusted,Travel,xnaik@sbi,2,0,1,58,0,21
d5fb0ad4-9843-465d-973f-e1026888d411,2949.53,2025-03-09 08:23:52.099073,Rajasthan,Trusted,Utilities,nicholasbir@yesbank,4,2,2,178,0,8
ee931ece-850b-4c26-9688-8bcc77729e36,4691.57,2025-03-09 01:05:52.099073,Ambattur,Trusted,Food,gauri40@paytm,9,19,24,24,1,1
1a030c1e-0bac-425a-82b0-0823e3079a1c,7741.17,2025-03-09 04:11:22.099073,Barasat,Untrusted,Grocery,patelgauri@sbi,6,18,28,23,1,4
041d9b97-e4fa-42e0-bb4f-9100e8dcaf46,3123.57,2025-03-09 15:36:57.099073,Arunachal Pradesh,Untrusted,Entertainment,isagar@paytm,4,4,7,120,0,15
bced8186-7273-4a46-bf39-ca20d1700dcf,9982.23,2025-03-09 04:40:17.099073,Ongole,Trusted,Entertainment,tarak59@axisbank,10,9,16,9,1,4
fc93941d-de1b-41d1-85b1-c144fdcbce26,12125.8,2025-03-09 23:55:33.100072,Munger,Untrusted,Fashion,qvarkey@sbi,8,14,27,19,1,23
5d44472e-4b2b-4b41-87c7-42bc0f283d40,19600.23,2025-03-09 10:04:06.100072,Maharashtra,Trusted,Travel,veerpalla@paytm,2,5,6,83,0,10
cb9d4aba-6aff-4a32-8026-45b884d57283,9875.27,2025-03-09 22:53:02.100072,Haryana,Trusted,Fashion,kalpitkoshy@hdfcbank,2,1,4,91,0,22
186d9ca3-cc8f-48d2-be7f-56bce2e8879d,50085.98,2025-03-09 00:58:46.100072,Orai,Trusted,Electronics,chanderekantika@paytm,6,11,20,10,1,0
753f1ae1-56e3-4e18-a949-aa487c7573be,10499.01,2025-03-09 15:32:42.100072,Uttarakhand,Trusted,Travel,ramalekha@hdfcbank,2,4,5,119,0,15
3bfdb129-d5ca-4d6a-bbd0-411a3f2c82e2,14351.48,2025-03-09 16:15:23.100072,Tamil Nadu,Trusted,Healthcare,ybir@icici,2,0,0,165,0,16
21f6db19-f482-4d80-a2fa-df456c35676d,4297.56,2025-03-09 16:29:26.100072,Karnataka,Trusted,Grocery,hgulati@paytm,4,2,5,197,0,16
5e5c2d30-8ff2-4e98-bf9a-ebffd0ca45fd,3845.58,2025-03-09 01:50:52.100072,Barasat,Trusted,Food,xvohra@sbi,9,8,13,1,1,1
17ff23c3-62d9-441e-b631-96386906ce28,78.19,2025-03-09 01:57:46.100072,Kadapa,Trusted,Entertainment,qsabharwal@yesbank,14,11,25,10,1,1
77414593-0f12-4923-860b-015f8b4ddc51,64.95,2025-03-09 00:02:41.100072,Sirsa,Trusted,Healthcare,naveen55@yesbank,14,18,31,3,1,0
146dc72c-85ef-430a-a491-85d195d0d1e7,18294.31,2025-03-09 00:58:58.100072,Panchkula,Trusted,Healthcare,shethonkar@sbi,5,9,18,29,1,0
61df0532-e2e1-482b-b151-9f0212b4f35a,1550.36,2025-03-09 12:36:48.100072,Punjab,Trusted,Utilities,jack03@yesbank,1,3,6,159,0,12
767204d7-f2dd-4821-bb24-bf961752eb2d,274.81,2025-03-09 19:04:21.100072,Kerala,Untrusted,Utilities,ekarajgarg@axisbank,2,5,6,36,0,19
b8f88123-d18e-400b-b924-3c2a3fca9e46,50735.71,2025-03-09 02:21:09.101073,Kurnool,Untrusted,Electronics,anamikade@sbi,15,11,17,1,1,2
3b5d5b52-3106-4c33-8759-79d105896d2f,15075.15,2025-03-09 00:08:20.101073,Muzaffarpur,Trusted,Fashion,sanayadeo@icici,8,15,20,9,1,0
c26b4eb7-8a61-44d2-845b-4b978e953340,1443.04,2025-03-09 18:53:46.101073,Manipur,Trusted,Food,prabhupraneel@kotak,1,2,4,30,0,18
81850c46-f2d4-428e-8040-71f4a8c77efe,6778.57,2025-03-09 13:40:35.101073,Assam,Untrusted,Others,dkadakia@paytm,1,4,4,129,0,13
de3bccd3-0820-47d4-8da5-9332d8539122,721.18,2025-03-09 20:15:40.101073,Mizoram,Trusted,Others,skothari@paytm,2,2,2,127,0,20
c1c897d6-1c0d-4aa6-8863-992a22c448ed,38584.88,2025-03-09 17:30:35.101073,Andhra Pradesh,Untrusted,Education,yashodadeep@kotak,1,3,6,169,0,17
64d9390d-c140-4b5f-8a84-78f1df158a1e,91640.89,2025-03-09 02:16:02.101073,Amroha,Trusted,Electronics,rachita69@paytm,15,17,22,4,1,2
0f74d767-cc32-4a2b-afb6-e54f9b58c504,30.0,2025-03-09 02:54:11.101073,Adoni,Trusted,Grocery,reyansh52@kotak,7,20,28,8,1,2
ab731e96-58e9-42e1-825c-10b48f007771,1765.95,2025-03-09 15:31:45.101073,Odisha,Untrusted,Others,bsant@hdfcbank,3,2,5,84,0,15
c40d9b9b-f0e1-4b07-8d6a-04185a73962b,8670.21,2025-03-09 22:36:20.101073,Himachal Pradesh,Untrusted,Fashion,keya72@hdfcbank,1,3,5,59,0,22
af99530c-6d27-4a0c-afde-963b0d7ca940,16922.1,2025-03-09 09:43:52.101073,Karnataka,Trusted,Travel,dadayashasvi@sbi,2,4,4,71,0,9
8913c982-52d7-4b89-b159-030bc1252555,3651.49,2025-03-09 13:32:58.101073,Tamil Nadu,Untrusted,Utilities,caleb95@kotak,4,4,7,70,0,13
c4f892a4-8497-4b00-863e-93126ee4a01d,2078.09,2025-03-09 10:26:34.101073,Arunachal Pradesh,Trusted,Fashion,vansharaghavan@hdfcbank,4,5,5,83,0,10
cb7405b0-3f10-4831-9700-6d7c07ddfb71,14189.69,2025-03-09 02:23:06.101073,Mysore,Trusted,Fashion,siddharth97@sbi,15,13,26,29,1,2
496abcf4-08f6-4a71-a164-21c35c88b2c2,1259.2,2025-03-09 08:59:01.101073,West Bengal,Trusted,Entertainment,kgokhale@paytm,2,1,3,154,0,8
27e06a60-fe6c-495c-b3fc-8504c3fd6143,29.15,2025-03-09 02:40:03.101073,Bhimavaram,Untrusted,Utilities,odutt@axisbank,9,16,25,13,1,2
c0ae5f91-15b7-4e7f-9594-7afd80209550,16.5,2025-03-09 04:08:26.101073,Shimoga,Untrusted,Food,bhavna31@yesbank,7,20,32,18,1,4
ec06f617-e23f-4215-a7b9-e72a08934d6f,18697.87,2025-03-09 15:00:05.101073,Sikkim,Trusted,Travel,anamikawali@yesbank,2,0,1,102,0,15
