amount,is_fraud,transaction_time,location,device_type,merchant_category,upi_id,transaction_frequency,num_transactions_24hrs,num_transactions_48hrs,time_since_last_transaction
5275.98,0,2025-03-09 09:06:03,Karnataka,Trusted,Grocery,dubefrado@zbi,3,5,9,509
1328.74,0,2025-02-07 14:00:24,Rajasthan,Trusted,Travel,sanyasodhi@paytm,3,6,5,707
3965.59,1,2025-01-22 09:03:32,Tiruvottiyur,Trusted,Travel,ladbachittar@axisbank,6,19,26,58
6865.29,0,2025-03-08 07:41:56,Arunachal Pradesh,Trusted,Electronics,ishanvitak@kotak,2,2,3,285
2727.85,0,2025-02-24 22:29:33,Mizoram,Trusted,Others,ranbir91@sbi,3,1,4,165
6703.92,0,2025-01-13 21:44:07,Chhattisgarh,Trusted,Electronics,upasna84@sbi,2,1,2,105
9589.12,0,2025-02-16 07:09:40,Mizoram,Trusted,Grocery,aviguha@axisbank,3,5,10,960
708.01,0,2025-03-11 01:21:01,Madhya Pradesh,Trusted,Others,gsom@yesbank,1,2,9,227
7003.58,0,2025-01-12 19:48:17,Tamil Nadu,Trusted,Food,krana@hdfcbank,2,4,10,755
4888.1,0,2025-02-08 03:12:40,Goa,Trusted,Fashion,dominic24@icici,3,1,11,128
2650.94,0,2025-03-04 16:10:24,Himachal Pradesh,Trusted,Electronics,christopher79@yesbank,1,1,11,800
2175.59,0,2025-01-16 10:34:18,Rajasthan,Trusted,Electronics,uanne@hdfcbank,1,4,8,223
392.59,0,2025-02-03 06:29:21,Rajasthan,Trusted,Electronics,harini14@icici,3,3,12,315
2811.3,0,2025-02-14 18:16:45,Chhattisgarh,Trusted,Grocery,yahvi18@kotak,3,4,9,117
3170.79,0,2025-03-07 05:55:45,Sikkim,Trusted,Grocery,labanlad@hdfcbank,2,3,9,312
9577.33,0,2025-03-07 20:15:46,Haryana,Trusted,Grocery,siddharthsandhu@yesbank,2,3,5,55
4358.18,0,2025-03-07 11:39:26,Nagaland,Trusted,Travel,wablelopa@sbi,3,6,9,933
6279.81,0,2025-01-24 15:35:47,Jharkhand,Trusted,Fashion,onveer56@paytm,2,1,6,508
4562.88,0,2025-02-16 23:01:04,Gujarat,Trusted,Others,bthakur@yesbank,2,1,1,1001
6435.96,0,2025-01-21 14:11:14,Gujarat,Trusted,Fashion,khalsaoliver@paytm,3,3,10,27
589.641,0,2025-02-14 07:14:53,Rajasthan,Trusted,Food,lguha@yesbank,2,4,5,870
4673.5,0,2025-03-11 11:44:29,Arunachal Pradesh,Trusted,Travel,praneeldada@paytm,3,3,13,188
4602.17,0,2025-01-14 01:56:33,Arunachal Pradesh,Trusted,Food,comaromkaar@axisbank,2,1,9,632
2556.63,0,2025-01-12 06:57:46,Maharashtra,Trusted,Food,averma@paytm,3,0,7,1025
7467.52,0,2025-03-04 23:41:12,Nagaland,Trusted,Travel,parth48@icici,3,1,10,617
8248.28,0,2025-03-03 13:22:04,Sikkim,Trusted,Grocery,kapadiavincent@icici,2,0,8,223
6793.59,0,2025-02-09 08:44:26,Chhattisgarh,Trusted,Food,ibiswas@icici,1,6,8,839
8390.52,0,2025-02-12 00:41:24,Arunachal Pradesh,Trusted,Others,bakhshi49@yesbank,3,0,2,931
1233.6,0,2025-02-12 00:21:45,Punjab,Trusted,Travel,yyohannan@hdfcbank,2,4,5,323
4268.17,0,2025-02-14 09:24:58,Chhattisgarh,Trusted,Food,sandhuishwar@axisbank,1,1,6,133
10263.65,0,2025-01-15 02:48:07,West Bengal,Trusted,Electronics,daraaryan@kotak,2,2,10,64
5568.46,0,2025-03-02 17:27:28,Mizoram,Trusted,Food,mallickpatrick@icici,2,2,11,862
3873.21,0,2025-03-16 17:24:53,Nagaland,Trusted,Grocery,fradoaurora@yesbank,3,0,4,740
4752.9,0,2025-02-03 13:52:39,Karnataka,Trusted,Grocery,egoswami@axisbank,3,2,7,955
304.78,0,2025-01-03 20:12:35,Uttar Pradesh,Trusted,Others,aramaswamy@hdfcbank,1,2,13,530
2931.6,0,2025-01-12 02:11:36,Meghalaya,Trusted,Fashion,salvikrish@yesbank,3,1,5,101
7149.56,0,2025-01-22 04:35:33,Nagaland,Trusted,Grocery,lnarula@yesbank,1,4,4,623
3858.32,0,2025-02-23 02:54:39,Nagaland,Trusted,Others,aryan64@paytm,2,1,2,401
6758.72,0,2025-03-02 04:45:37,Jharkhand,Trusted,Electronics,breddy@icici,1,2,5,383
8295.89,0,2025-01-27 09:45:22,Gujarat,Trusted,Travel,mannesanya@yesbank,2,0,2,93
4879.9,0,2025-03-01 03:01:06,West Bengal,Trusted,Food,nagarajanvrinda@paytm,1,0,9,230
2333.38,0,2025-01-26 16:06:37,Madhya Pradesh,Trusted,Grocery,charneelima@kotak,1,1,8,705
3334.59,0,2025-01-08 14:01:07,Jharkhand,Trusted,Others,pdube@sbi,2,1,8,75
451.84,0,2025-02-16 16:34:33,Himachal Pradesh,Trusted,Travel,akshay56@axisbank,3,5,6,760
5149.01,0,2025-01-27 09:27:20,Tamil Nadu,Trusted,Fashion,mugdhahalder@sbi,2,3,12,64
3076.34,0,2025-03-08 07:53:40,Bihar,Trusted,Others,cheriandarsh@icici,2,3,6,860
5819.81,0,2025-03-07 14:15:20,Meghalaya,Trusted,Others,devika37@axisbank,1,4,6,453
349.57,0,2025-01-11 12:22:58,Goa,Trusted,Food,bordeniharika@hdfcbank,2,5,10,535
947.67,0,2025-02-10 18:50:26,Himachal Pradesh,Trusted,Electronics,labansaraf@axisbank,3,2,7,568
10012.97,0,2025-01-08 15:52:21,West Bengal,Trusted,Electronics,paubenjamin@sbi,1,4,10,376
4700.71,0,2025-02-16 21:40:24,Nagaland,Trusted,Travel,gahluwalia@icici,3,0,6,161
9494.16,0,2025-01-03 13:13:53,Arunachal Pradesh,Trusted,Food,yashvikrishnamurthy@hdfcbank,2,3,8,833
8758.12,0,2025-01-05 01:27:37,Madhya Pradesh,Trusted,Electronics,jvarma@icici,3,1,11,727
3126.83,0,2025-03-06 05:01:06,Kerala,Trusted,Electronics,dprabhqkar@kotak,1,2,11,157
517.88,0,2025-01-16 05:33:38,Telangana,Trusted,Others,yoshitaramachandran@kotak,2,1,4,88
2721.42,0,2025-03-09 19:13:42,Goa,Trusted,Travel,yashasvi76@axisbank,1,3,5,55
2175.0,0,2025-01-01 06:42:59,Gujarat,Trusted,Others,oshukla@axisbank,2,3,6,644
2801.69,0,2025-03-08 15:29:00,Maharashtra,Trusted,Travel,mohinipalla@sbi,3,4,11,210
2825.13,0,2025-02-11 02:42:37,Chhattisgarh,Trusted,Electronics,yashawinidalia@kotak,3,4,12,78
6958.96,0,2025-01-11 21:26:24,Telangana,Trusted,Travel,wyatt52@paytm,3,1,8,510
8498.34,0,2025-03-13 02:18:51,Assam,Trusted,Food,vedikabarad@paytm,1,4,8,974
9428.84,0,2025-01-13 19:31:24,Meghalaya,Trusted,Others,kganesan@icici,2,0,8,908
5012.03,0,2025-01-19 18:33:39,Uttar Pradesh,Trusted,Fashion,yuvraj82@kotak,3,2,11,388
8652.47,0,2025-01-14 00:19:07,Gujarat,Trusted,Fashion,wakeetagola@paytm,3,1,4,251
7272.11,0,2025-02-02 20:02:14,Telangana,Trusted,Fashion,bahadurjit40@axisbank,2,2,5,918
1057.52,0,2025-02-10 21:10:19,Jharkhand,Trusted,Fooz,ekalinga28@kotak,3,1,7,908
8494.07,0,2025-03-01 07:09:51,Chhattisgarh,Trusted,Travel,azaddevi@kotak,3,3,13,228
265.11,0,2025-01-15 18:15:46,Arunachal Pradesh,Trusted,Travel,banjeet68@axisbank,1,0,1,573
9723.27,0,2025-02-28 20:38:45,Nagaland,Trusted,Electronics,jacob84@hdfcbank,1,0,4,38
8177.05,0,2025-02-20 03:40:15,Arunachal Pradesh,Trusted,Electronics,jagratidalia@icici,2,3,13,903
8089.33,0,2025-02-19 06:39:53,Chhattisgarh,Trusted,Food,ikrishnamurthy@axisbank,1,0,2,472
396.92,0,2025-03-01 01:57:16,Sikkim,Trusted,Others,vanyashanker@kotak,1,2,5,570
9712.19,0,2025-01-03 03:42:58,Tripura,Trusted,Others,hritik22@axisbank,2,6,13,788
5829.68,0,2025-01-04 23:36:01,Telangana,Trusted,Grocery,watika42@sbi,1,6,12,125
1831.83,0,2025-02-01 05:32:29,Haryana,Trusted,Electronics,rajaharrison@sbi,3,3,8,88
3678.28,0,2025-01-19 23:29:45,Arunachal Pradesh,Trusted,Food,oommenchatura@icici,3,2,8,805
4547.24,0,2025-02-28 20:13:53,Punjab,Trusted,Food,rchada@axisbank,3,5,5,271
6971.5,0,2025-01-03 18:36:21,Himachal Pradesh,Trusted,Fashion,bansalnachiket@icici,3,1,2,78
8445.16,0,2025-01-18 00:00:33,Maharashtra,Trusted,Travel,nilimy89@hdfcbank,2,0,1,460
6625.44,0,2025-01-14 00:10:48,Himachal Pradesh,Trusted,Food,wbobal@yesbank,1,0,11,932
1883.66,0,2025-02-07 12:42:22,Goa,Trusted,Electronics,panini44@sbi,2,1,7,330
1271.7,0,2025-02-09 06:52:45,Punjab,Trusted,Fashion,chasmum49@sbi,1,1,11,884
2216.28,1,2025-02-24 02:26:59,Nizamabad,Untrusted,Grocery,sai97@paytm,10,16,25,30
1519.67,0,2025-01-22 21:34:03,Karnataka,Trusted,Fashion,ishita44@axisbank,2,5,12,829
9768.38,0,2025-01-12 13:40:29,Sikkim,Trusted,Food,tanmayisant@yesbank,2,2,7,934
3013.53,0,2025-03-17 03:47:29,Odisha,Trusted,Electronics,omyahalder@yesbank,2,4,12,313
698.52,0,2025-02-24 02:56:26,Madhya Pradesh,Trusted,Travel,manioeshi@kotak,2,3,12,116
123.69,0,2025-02-20 23:10:24,Rajasthan,Trusted,Electronics,reddyvamakshi@hdfcbank,2,0,7,892
2256.46,0,2025-02-25 03:46:13,Uttar Pradesh,Trusted,Grocery,ukanda@axisbank,2,4,5,45
3493.02,0,2025-03-08 10:40:20,Haryana,Trusted,Groceny,vamakshibarad@kotak,1,5,7,721
3493.93,0,2025-02-01 02:46:05,Uttar Pradesh,Trusted,Food,nadkarnineel@paytm,3,4,12,708
4519.57,1,2025-02-18 01:20:52,Pali,Untrusted,Grocery,dsaxena@yesbank,7,14,22,18
7322.63,1,2025-03-15 08:56:04,Ujjain,Untrusted,Fashion,ctandon@hdfcbank,2,8,8,53
2244.4,0,2025-01-12 18:20:14,Tamil Nadu,Trusted,Others,sai49@paytm,1,3,4,121
6114.36,0,2025-02-07 13:23:42,Sikkim,Trusted,Others,samar56@paytm,3,0,3,151
3473.73,0,2025-02-23 12:18:58,Tamil Nadu,Trusted,Fashion,praneelpandit@paytm,2,0,8,879
3619.31,1,2025-01-17 19:26:00,Suryapet,Untrusted,Electronics,ishwar75@yesbank,1,7,11,60
8230.64,0,2025-02-21 19:24:58,Mizoram,Trusted,Electronics,sawhneysara@yesbank,1,3,4,552
2487.63,0,2025-01-06 07:07:07,Manipur,Trusted,Others,sastrytara@kotak,1,3,12,674
9157.9,0,2025-03-17 00:34:53,Maharashtra,Trusted,Fashion,anthonynarain@sbj,3,3,13,62
7500.72,0,2025-01-21 21:52:55,Kerala,Trusted,Food,upasna08@yesbank,2,4,13,24
7589.44,0,2025-01-02 18:40:36,Gujarat,Trusted,Travel,aashi98@icici,1,1,6,259
5533.85,1,2025-01-16 06:51:50,Tadepalligudem,Trusted,Food,kaurisaac@paytm,1,14,20,29
4426.73,0,2025-03-05 20:48:40,Bihar,Trusted,Fashion,vkohli@kotak,1,4,4,470
3098.45,0,2025-01-15 04:24:22,Arunachal Pradesh,Trusted,Others,yahvi44@yesbank,1,1,4,235
2886.11,0,2025-01-23 23:39:42,Rajasthan,Trusted,Electronics,kavya36@icici,3,1,9,507
1451.49,0,2025-01-30 02:21:19,Punjab,Trusted,Food,nshroff@icici,3,5,5,327
8940.33,0,2025-01-15 16:57:59,Jharkhand,Trusted,Electronics,duttmanan@yesbank,1,0,0,688
2777.14,0,2025-01-21 14:01:18,Gujarat,Trusted,Electronics,warda40@hdfcbank,3,3,7,103
5471.12,0,2025-01-16 08:01:57,Uttar Pradesh,Trusted,Food,rauupkaar@hdfcbank,3,1,6,308
958.3,0,2025-02-27 01:20:45,Odisha,Trusted,Grocery,narayananfalan@yesbank,1,2,6,382
3891.02,0,2025-01-27 02:57:22,Himachal Pradesh,Trusted,Food,faris63@kotak,2,0,5,921
2330.54,0,2025-01-25 21:39:51,Goa,Trusted,Fashion,pratyushgole@yesbank,3,3,9,742
6781.08,0,2025-01-02 09:23:43,Rajasthan,Trusted,Electronics,pdube@axisbank,2,5,9,684
6086.76,0,2025-01-13 08:24:31,Manipur,Trusted,Electronics,anayak@paytm,2,1,9,291
4921.03,0,2025-01-30 22:15:23,Bihar,Trusted,Others,ydar@sbi,1,2,7,799
2575.09,0,2025-02-09 02:01:16,Jharkhand,Trusted,Food,choudhuryeta@yesbank,1,2,4,278
3987.05,1,2025-02-06 07:21:52,Machilipatnam,Untrusted,Travel,vnori@icici,5,9,10,10
3118.8,0,2025-02-26 14:23:44,Jharkhand,Trusted,Travel,psem@paytm,3,3,14,175
476.86,0,2025-02-09 08:42:02,Tripura,Trusted,Food,wazir59@paytm,2,3,4,641
2112.04,0,2025-02-22 04:33:53,Kerala,Trusted,Grocery,chasmum29@yesbank,3,3,2,0
7820.25,0,2025-02-05 03:09:12,Uttar Pradesh,Trusted,Travel,hdeol@yesbank,3,2,10,476
7359.73,0,2025-01-25 21:13:33,Manipur,Trusted,Travel,vivaan38@hdfcbank,1,1,1,896
9825.54,0,2025-03-10 13:17:01,Assam,Trusted,Food,rbora@icici,3,0,6,628
8093.17,0,2025-01-21 16:00:44,Tripura,Trusted,Travel,bmodi@sbi,1,4,8,161
4882.13,0,2025-01-29 14:12:22,Tripura,Trusted,Electronics,theodore88@icici,2,6,14,52
2751.59,0,2025-01-02 03:55:33,Maharashtra,Trusted,Grocery,jalsa80@axisbank,2,0,3,788
5908.71,0,2025-02-16 02:18:47,Chhattisgarh,Trusted,Travel,yutikadugar@axisbank,3,6,6,728
3006.21,0,2025-01-30 14:17:44,Arunachal Pradesh,Trusted,Electronics,tnanda@sbi,3,2,4,493
4741.26,0,2025-01-30 17:01:08,Nagaland,Trusted,Food,pillaiparth@icici,3,0,4,45
9169.51,0,2025-02-10 18:54:15,Uttar Pradesh,Trusted,Electronics,bumbbhavya@axisbank,2,6,15,462
10199.12,0,2025-01-18 08:06:42,Telangana,Trusted,Travel,datepavani@yesbank,1,4,11,776
4449.77,0,2025-02-15 07:24:46,Bihar,Trusted,Fashion,nathanielpatla@yesbank,2,1,2,593
7012.65,0,2025-03-03 19:54:34,Rajasthan,Trusted,Grocery,muttikevin@paytm,3,0,0,23
4227.96,0,2025-03-10 21:46:13,Chhattisgarh,Trusted,Fashion,gandhifarhan@paytm,1,0,7,110
591.2,0,2025-03-02 08:02:39,Mizoram,Trusted,Travel,latajoshua@kotak,3,3,11,520
5459.59,0,2025-01-13 04:05:19,Haryana,Trusted,Others,biramrita@icici,1,0,0,67
1690.8,1,2025-01-20 10:58:40,Nashik,Untrusted,Fashion,karan79@axisbank,1,16,18,45
5282.71,0,2025-03-01 17:36:45,Arunachal Pradesh,Trusted,Fashion,sarthak87@hdfcbank,3,2,6,432
2872.66,1,2025-03-03 18:35:21,Indore,Untrusted,Electronics,dlad@hdfcbank,1,13,19,0
2183.47,0,2025-01-25 21:24:23,Nagaland,Trusted,Fashion,abeer03@kotak,1,4,9,518
3457.65,0,2025-03-05 07:02:16,Mizoram,Trusted,Fashion,tlal@kotak,3,3,11,134
8544.26,0,2025-01-29 10:34:54,Chhattisgarh,Trusted,Food,baljiwan74@sbi,3,1,9,730
227.29,0,2025-01-21 16:43:55,Odisha,Trusted,Grocery,vyaschavvi@yesbank,2,0,2,421
9892.58,0,2025-03-14 06:58:03,Gujarat,Trusted,Food,ekansh59@sbi,1,3,12,475
4405.35,0,2025-02-20 08:52:47,Nagaland,Trusted,Travel,jbarman@axisbank,3,2,6,448
50633.4,0,2025-03-12 10:54:51,Goa,Trusted,Grocery,unnikurian@icici,3,5,8,771
4074.59,0,2025-02-13 19:42:10,Gujarat,Trusted,Electronics,cnanda@axisbank,1,3,3,981
1180.58,0,2025-02-17 20:50:34,Odisha,Trusted,Others,ukurian@sbi,1,3,6,791
9154.37,0,2025-03-18 01:06:42,Bihar,Trusted,Electronics,reva04@hdfcbank,3,6,4,504
856.9000000000001,0,2025-01-31 10:44:40,Karnataka,Trusted,Grocery,sbhatia@axisbank,1,1,5,962
2748.74,0,2025-01-15 01:41:56,Andhra Pradesh,Trusted,Others,timothydeol@sbi,3,4,9,744
2323.67,0,2025-01-01 13:30:03,Goa,Trusted,Electronics,arin09@sbi,2,0,3,539
466.98,0,2025-02-18 22:51:00,Jharkhand,Trusted,Travel,vraja@kotak,1,4,4,193
3718.96,0,2025-03-08 16:51:50,Uttarakhand,Trusted,Electronics,rachitadutt@yesbank,2,4,10,662
5154.55,0,2025-01-12 20:57:38,Tripura,Trusted,Travel,mittalelijah@axisbank,3,0,7,935
2129.28,0,2025-01-13 18:22:09,Tamil Nadu,Trusted,Food,ramaturvi@kotak,3,0,1,763
516.9830000000001,0,2025-02-12 22:52:17,Uttarakhand,Trusted,Electronxcs,oluvermangal@hdfcbank,3,5,9,183
2238.31,0,2025-03-16 05:00:05,Arunachal Pradesh,Trusted,Travel,pkara@icici,3,4,10,244
7826.27,0,2025-01-09 10:16:21,Meghalaya,Trusted,Food,chaturabanik@paytm,2,5,14,234
6884.05,0,2025-02-11 22:01:46,Sikkim,Trusted,Others,nathansidhu@yesbank,1,0,2,260
6763.14,0,2025-02-18 19:59:00,Karnataka,Trusted,Grocery,daramax@axisbank,1,2,4,958
1632.53,0,2025-02-09 03:16:22,Gujarat,Trusted,Grocery,tsalvi@yesbank,1,4,5,882
6728.62,0,2025-01-04 14:01:42,Himachal Pradesh,Trusted,Food,anamika73@axisbank,2,3,4,148
8603.59,0,2025-02-18 14:59:47,Karnataka,Trusted,Grocery,devanshchawla@sbi,1,1,0,60
5499.32,0,2025-01-24 15:50:58,Himachal Pradesh,Trusted,Travel,nidrawali@axisbank,3,2,10,143
3046.09,0,2025-03-04 02:42:33,Odisha,Trusted,Grocery,atharv36@axisbank,2,1,3,160
8782.35,1,2025-02-05 04:37:52,Rampur,Trusted,Grocery,chandanisant@kotak,7,19,22,14
8302.26,0,2025-03-07 20:47:09,Jharkhand,Trusted,Travel,gthaman@axisbank,3,5,4,468
8389.45,0,2025-02-12 09:57:07,Rajasthan,Trusted,Grocery,loyalsaanvi@axisbank,1,5,8,328
6018.61,0,2025-01-04 11:33:04,Himachal Pradesh,Trusted,Grocery,senguptaekanta@yesbank,2,2,3,697
7054.45,0,2025-02-09 16:56:28,Punjab,Trusted,Fashion,teerth10@paytm,1,3,9,481
1693.26,0,2025-01-23 16:47:59,Assam,Trusted,Grocery,girindravora@paytm,3,2,6,607
6708.61,0,2025-02-24 16:06:45,Odisha,Trusted,Fashion,ekiya50@hdfcbank,1,1,7,709
737.86,0,2025-01-23 04:41:50,Jharkhand,Trusted,Fashion,andrewahuja@hdfcbank,2,3,7,733
441.23,0,2025-02-06 23:55:16,Meghalaya,Trusted,Food,yutyka67@icici,1,4,3,215
7974.91,0,2025-03-04 16:12:49,Punjab,Trusted,Travel,aarushbadami@sbi,2,1,5,567
2120.42,0,2025-02-26 01:12:46,West Bengal,Trusted,Electronics,sarkarcharan@paytm,1,2,13,556
9064.12,0,2025-02-19 04:24:53,Uttarakhand,Trusted,Electronics,ythakkar@sbi,2,4,10,230
3430.72,0,2025-03-03 07:12:00,Mizoram,Trusted,Grocery,pallalaksh@kotak,2,2,8,678
2717.69,0,2025-02-04 14:46:42,Tamil Nadu,Trusted,Grocery,mohanfalguni@kotak,1,0,8,322
9920.9,0,2025-03-05 11:08:04,Himachal Pradesh,Trusted,Grocery,ukulkarni@axisbank,2,6,8,231
5210.14,0,2025-01-26 05:28:37,Manipur,Trusted,Travel,dubeyvedika@sbi,2,6,8,75
1159.6,0,2025-03-09 03:54:51,Assam,Trusted,Food,sankardamyanti@axisbank,3,0,1,2
7372.09,0,2025-01-05 10:35:55,Uttar Pradesh,Trusted,Others,ebabu@kotak,2,3,13,161
6655.24,0,2025-01-03 08:05:59,Nagaland,Trusted,Others,parthdada@axisbank,3,4,15,99
5477.72,0,2025-03-02 20:30:10,Haryana,Trusted,Fashion,cchokshi@axisbank,1,2,11,543
4770.1,1,2025-01-23 14:42:34,Jodhpur,Untrusted,Food,dhritireddy@sbi,1,6,13,50
4382.52,0,2025-01-10 09:06:02,Arunachal Pradesh,Trusted,Grocery,galatripti@yesbank,2,5,6,752
3941.24,0,2025-02-08 08:02:06,Uttar Pradesh,Trusted,Electronics,balvan37@kotak,2,4,7,712
5349.31,1,2025-02-15 17:00:49,Karaikudi,Trusted,Food,chakyabartihemang@axisbank,10,21,31,0
3095.24,0,2025-03-04 09:18:32,Jharkhand,Trusted,Others,emohan@sbi,2,2,2,691
2918.34,0,2025-03-16 05:38:29,Assam,Trusted,Grocery,om41@icici,2,6,8,72
9554.98,0,2025-03-05 01:39:11,Uttarakhand,Trusted,Grocery,kgolla@paytm,2,0,8,752
65.52,0,2025-02-16 00:07:19,Chhattisgarh,Trusted,Electronics,shivanithakur@sbi,3,2,3,99
10173.57,0,2025-01-30 06:41:51,Assam,Trusted,Others,bbhavsar@yesbank,3,1,1,574
9394.93,0,2025-02-23 23:41:51,Madhya Pradesh,Trusted,Electronics,liam50@kotak,1,6,8,750
7820.85,0,2025-03-04 05:06:15,Andhra Pradesh,Trusted,Grocery,hbose@hdfcbank,3,4,6,687
8851.0,0,2025-01-22 19:52:15,Chhattisgarh,Trusted,Food,irana@axisbank,1,1,2,481
4484.1,1,2025-01-02 12:42:13,Mumbai,Untrusted,Grocery,atwaldayamai@icici,2,22,21,26
6566.15,0,2025-01-29 18:38:17,Meghalaya,Trusted,Electronics,praneelbassi@paytm,1,2,6,855
2591.55,0,2025-02-01 15:49:06,Rajasthan,Trusted,Others,tiata@paytm,3,6,11,393
6827.34,0,2025-02-23 19:48:35,Himachal Pradesh,Trusted,Travej,odin@yesbank,2,1,4,21
6791.05,0,2025-02-04 10:40:37,Himachal Pradesh,Trusted,Fashion,chaturabal@axisbank,3,1,8,863
5999.77,0,2025-02-15 15:59:50,Maharashtra,Trusted,Travel,tailorchaitaly@kotak,2,2,10,402
7311.67,0,2025-01-04 01:58:18,Manipur,Trusted,Travel,saisood@hdfcbank,2,4,13,1017
2477.07,0,2025-01-30 20:40:24,West Bengal,Trusted,Grocery,gauravsengupta@kotak,2,4,9,880
1068.13,0,2025-03-16 20:19:48,Assam,Trusted,Electronics,guptakiaan@kotak,1,5,15,52
1153.73,0,2025-03-11 04:37:54,Maharashtra,Trusted,Grocery,theodoremajumdar@axisbank,2,4,3,701
4599.6,0,2025-02-11 21:38:46,Tamil Nadu,Trusted,Food,rajanyachana@yesbank,2,4,5,996
8584.62,0,2025-02-18 04:04:21,Telangana,Trusted,Grocery,bsundaram@axisbank,1,6,11,680
9186.06,0,2025-03-13 05:09:12,Sikkim,Trusted,Fashion,rajumitali@hdfcbank,1,4,5,173
739.6,0,2025-02-14 23:05:40,Madhya Pradesh,Trusted,Fashion,zsamra@yesbank,2,5,15,456
2295.86,0,2025-01-12 19:43:46,Chhattisgarh,Trusted,Fashion,keerishwar@hdfcbank,3,2,3,647
7561.13,0,2025-01-23 09:30:14,West Bengal,Trusted,Travel,mmunshi@sbi,1,3,7,897
8243.57,0,2025-02-07 05:31:14,Maharashtra,Trusted,Food,sunderbimala@yesbank,2,0,9,481
6386.07,0,2025-02-27 19:16:59,Gujarat,Trusted,Grocery,kabirnaik@icici,2,3,14,337
1689.06,0,2025-02-06 07:36:53,Tamil Nadu,Trusted,Electronics,bhattfalak@axisbank,2,4,6,927
4098.12,0,2025-01-19 22:33:24,Gujarat,Trusted,Grocery,rajagopalanvarsha@hdfcbank,2,1,5,686
592.654,0,2025-01-19 12:03:12,Chhattisgarh,Trusted,Food,osura@kotak,1,1,0,492
2662.85,0,2025-02-12 02:44:25,Mizoram,Trusted,Travel,imurthy@hdfcbank,2,3,11,53
8178.95,0,2025-02-06 20:43:19,Uttar Pradesh,Trusted,Grocery,rishi38@axisbank,3,5,13,157
2619.16,0,2025-02-22 18:44:24,Haryana,Trusted,Others,hardik99@yesbank,2,0,2,350
1217.75,1,2025-02-16 23:44:05,Sultan Pur Majra,Trusted,Grocery,cmani@paytm,6,18,26,53
6247.72,0,2025-01-01 00:31:59,Gujarat,Trusted,Others,garima27@axisbank,2,1,0,808
6956.4,0,2025-02-19 06:41:30,Tamil Nadu,Trusted,Fashion,gerasanaya@hdfcbank,2,0,6,21
2027.3,0,2025-02-12 05:31:14,Punjab,Trusted,Food,ydubey@yesbank,2,0,7,432
8459.44,0,2025-02-03 04:28:13,Jharkhand,Trusted,Travel,kwali@icici,2,2,10,581
272.23,1,2025-02-10 09:50:14,Barasat,Untrusted,Food,yashasvimore@yesbank,9,15,16,51
5680.57,0,2025-01-27 13:57:20,Arunachal Pradesh,Trusted,Food,varghesejanaki@sbi,2,1,8,519
344.22,0,2025-01-11 09:54:37,Kerala,Trusted,Electronics,qasim38@kotak,2,3,9,850
901.38,0,2025-02-03 16:17:27,Chhattisgarh,Trusted,Electronics,gandhiamruta@sbi,3,5,11,365
2623.77,0,2025-01-10 20:48:53,Haryana,Trusted,Grocery,jhalak14@yesbank,1,5,14,842
8022.58,0,2025-02-02 03:21:12,Arunachal Pradesh,Trusted,Others,sai54@yesbank,2,2,9,591
28.24,0,2025-02-12 02:41:16,Karnataka,Trusted,Food,mannati@hdfcbank,3,1,1,617
7325.85,0,2025-02-19 11:44:41,Manipur,Trusted,Fashion,jagat61@yesbank,3,3,6,925
6272.42,0,2025-02-01 10:51:30,Manipur,Trusted,Food,bishakhadhar@yesbank,3,3,14,747
7557.52,0,2025-03-16 05:17:13,Punjab,Trusted,Travel,yahvi98@yesbank,1,1,3,30
1024.64,0,2025-02-01 05:43:16,Tripura,Trusted,Fashion,radhapradhan@paytm,3,2,7,174
3569.81,0,2025-01-11 13:29:32,Mizoram,Trusted,Fashion,lkar@sbi,3,1,3,166
1036.45,0,2025-01-26 18:49:22,Mizoram,Trusted,Fashion,akshaypal@kotak,3,2,3,965
5712.88,0,2025-01-09 16:16:28,Himachal Pradesh,Trusted,Grocery,erajagopalan@kotak,3,5,5,190
3898.98,0,2025-02-02 07:18:19,Chhattisgarh,Trusted,Grocery,gopal78@axisbank,1,1,3,712
701.24,1,2025-03-15 15:36:47,Nangloi Jat,Trusted,Fashion,hramachandran@yesbank,7,5,11,50
3176.08,0,2025-02-07 03:04:58,Manipur,Trusted,Fashion,ngarde@yesbank,3,1,1,268
41665.4,0,2025-01-01 19:44:20,Tamil Nadu,Trusted,Others,dassnilima@hdfcbank,1,4,8,159
517.22,0,2025-01-08 18:18:24,Gujarat,Trusted,Fashion,anusha31@axisbank,3,4,4,158
6612.66,0,2025-03-10 13:25:11,Jharkhand,Trusted,Travel,fnarasimhan@hdfcbank,2,0,4,32
7529.6,0,2025-01-23 00:44:59,Sikkim,Trusted,Food,unni59@icici,1,2,10,973
3513.84,0,2025-01-20 21:15:17,Nagaland,Trusted,Travel,gkorpal@axisbank,3,0,4,193
1821.71,0,2025-01-09 06:57:43,Nagaland,Trusted,Food,sudiksha72@sbi,2,0,6,444
8569.72,0,2025-01-20 06:58:09,Assam,Trusted,Electronics,yashicaganesan@hdfcbank,1,4,12,149
7052.76,0,2025-03-07 05:27:35,Madhya Pradesh,Trusted,Others,darsh01@yesbank,3,1,4,501
259.68,0,2025-01-19 17:19:54,Karnataka,Trusted,Grocery,jonathtn75@sbi,1,3,5,334
